update,title,id,content,voteSum,voteCount,rating,version,name,url
2020-05-25T04:54:08-07:00,5991646652,パケット消費が激しい,パケット食いまくる極悪アプリです、2週間ちょこちょこ遊んだら20ギガ消えました。,0,0,1,2.3,やいやん2,https://itunes.apple.com/jp/reviews/id307439790
2020-05-17T20:27:24-07:00,5959606769,広告,"オッズパーク の広告かな？
✖️が押しにくい。
止むを得ずタップしてみるけど…
コッチァ時間ない中で、金掛けてる訳で、いらねえ情報で遮るのやめてくれんかね？",0,0,3,2.3,まーさぁ,https://itunes.apple.com/jp/reviews/id155664053
2020-04-30T17:41:55-07:00,5886171869,スライドが、、、,"素晴らしいアプリだと思います。
購入に関しても文句なし！！

が、ある時から
下スライドで、🌀ぐるぐるマークがでて、
買い目等がリセットされてしまうバグがなくなりません、、、

そこのみ改善していただけると助かります。

ご対応よろしくお願いします。

iPhone使用です。",0,0,3,2.3,v＠bmw,https://itunes.apple.com/jp/reviews/id1018035982
2020-04-26T20:48:43-07:00,5869137527,おかしい,登録しようと思ってメール送っても届きません、全て確認はしてます、なのにメールが一向に届きません、ふざけてる,0,0,1,2.1,クレーマーの輝,https://itunes.apple.com/jp/reviews/id410703628
2020-04-25T11:25:49-07:00,5863097343,スクロールの買い目更新,"スクロールの買い目更新なんとかしてくたたさい。
買いそびれで、イライラと買い逃し多発です。
買い逃した時ほど当たり、
これもまたイライラの原因です。
改善、本日にお願い致します。",0,0,1,2.1,71kd,https://itunes.apple.com/jp/reviews/id309092391
2020-04-23T01:21:08-07:00,5851764611,起動できない,"アップデートしたら起動できなくなりお陰様で掛けたかったレースがかけれなかった
最悪です
アップデートして機能悪くなるならゴミ",0,0,1,2.1,びっくもひ,https://itunes.apple.com/jp/reviews/id411343925
2020-04-21T04:32:23-07:00,5843124017,不具合,スクロール不具合改善されてません。iPhoneでの不具合です。確認願います。,0,0,1,2.1,チョッパー824,https://itunes.apple.com/jp/reviews/id267883754
2020-04-14T04:19:50-07:00,5809799286,良いですが,買い目を入力してる時に画面がとぶのを改善して欲しいです、イライラしてしまいます。,0,0,5,2,ひひらー,https://itunes.apple.com/jp/reviews/id403969805
2020-04-07T07:10:37-07:00,5776084340,競輪,"動画が見れるようになってからめっちゃ使いにくくなりました。今はWinチケットの方が使いやすいです。
けど慣れてるのもありこちらで買うことも多いので早急に対応お願いします！",0,0,3,2,もっさりぱーく,https://itunes.apple.com/jp/reviews/id887786608
2020-04-02T01:35:59-07:00,5749927521,マジで！,使いにくくなった！改善して,0,0,1,2,あたなまらなさ,https://itunes.apple.com/jp/reviews/id1079726726
2020-04-01T01:33:35-07:00,5744890956,good,"楽しく利用させてもらってます。
ただアプリないで動画が見れるようになってから動きがおかしくなって使いづらくなった
買い目を入れてちょっとスクロールしたら画面移動して買い目がきえてしまったり。成績をみていてスクロールしたら画面がとぶ、すごくイライラするし実際に買いたかったのが間に合わなかったり間違えたり…迅速な対応おねがいします。",1,4,5,2,blackhairdevil,https://itunes.apple.com/jp/reviews/id115882572
2020-03-31T06:34:15-07:00,5740945447,アップデート,アップデートしてからおかしい,0,0,1,2,ろんちゃんスープ,https://itunes.apple.com/jp/reviews/id104528894
2020-03-03T16:13:59-07:00,5612594580,オッズパーク,いちいちIDとかを入れないと入れない前のアプリの方が使い勝手が良かった。,0,0,2,1.4,通勤イヤイヤ,https://itunes.apple.com/jp/reviews/id675299233
2020-03-02T03:32:00-07:00,5605888380,当たらないけど,予想して競馬を見るのが楽しい,0,0,4,1.4,sk0214jp,https://itunes.apple.com/jp/reviews/id342916874
2020-03-01T18:57:39-07:00,5604214160,いい,暇潰しにgood,0,0,5,1.4,mぐま,https://itunes.apple.com/jp/reviews/id434782137
2020-02-29T23:29:10-07:00,5600350316,競馬投票アプリで一番,競馬に投票出来るアプリの中で1番使いやすい、特に横持ちした時に自動で画面左半分に競馬のライブ中継が流れるのが便利。,0,0,5,1.4,黒田 官兵衛 ✳︎,https://itunes.apple.com/jp/reviews/id232813669
2020-02-29T23:09:34-07:00,5600285462,オートレース,いつでも気軽にできるので良い。,0,0,5,1.4,ほはるあい,https://itunes.apple.com/jp/reviews/id546112130
2020-02-28T01:12:25-07:00,5591151908,使う意味ないアプリ,"投票するのに時間がいちいちかかるアプリは意味がわからない。
ログインが毎度必要だったり、win5系のが買えないし、製作側は使ってないだろ？この使いづらさに気が付かないのは馬鹿。

いらないアプリだね！

早急に大幅に改善しないとゴミになる。",2,4,4,1.4,風龍,https://itunes.apple.com/jp/reviews/id148803001
2020-02-25T18:59:40-07:00,5580922730,伊伊蔵,あまりわからんけどいいな。,0,0,4,1.4,伊伊蔵,https://itunes.apple.com/jp/reviews/id1065986478
2020-02-24T13:52:48-07:00,5575765389,楽しい,楽しい,0,0,5,1.4,かたはらやまさ,https://itunes.apple.com/jp/reviews/id299108015
2020-02-21T22:47:40-07:00,5564110660,投票し易い。,使い易いです。,0,0,4,1.4,悪魔の尻尾,https://itunes.apple.com/jp/reviews/id383882338
2020-02-21T18:18:41-07:00,5563243976,楽,楽に投票できる,0,0,5,1.4,直都,https://itunes.apple.com/jp/reviews/id387573322
2020-02-21T15:39:25-07:00,5562786808,使いやすいです,欲しい機能が徐々に追加されてきており便利です,0,0,5,1.4,へりおす@ヴァリ,https://itunes.apple.com/jp/reviews/id262210719
2020-02-19T18:52:58-07:00,5554561852,満足,時折重いのが難点,0,0,4,1.4,にくじる1010,https://itunes.apple.com/jp/reviews/id386830285
2020-02-16T19:57:22-07:00,5541721022,まぁまぁ,つかいやすい,0,0,4,1.4,まーまーにーにー,https://itunes.apple.com/jp/reviews/id335315422
2020-02-15T19:45:05-07:00,5537179157,オートレース大好き！,"満足してます。

ただ…
別のアプリの様にレース買ったらポイント貯まりそのポイントを換金もしくはレース買えるとかもっと工夫してくれたら嬉しい。",0,0,5,1.4,りくむさ,https://itunes.apple.com/jp/reviews/id467435938
2020-02-14T21:40:23-07:00,5532981204,あ,あ,0,0,5,1.4,1996suv,https://itunes.apple.com/jp/reviews/id992206776
2020-02-13T21:04:02-07:00,5528484401,なかなか当たらない,当たっても安い,0,0,2,1.4,ブチコ2289,https://itunes.apple.com/jp/reviews/id862748666
2020-02-12T19:11:37-07:00,5523781258,使いやすい,わかりやすくて使いやすいアプリです,0,0,5,1.4,にゃっき(｡-_-｡),https://itunes.apple.com/jp/reviews/id210803833
2020-02-10T04:46:20-07:00,5512628198,何？何事？,どうした？,0,0,5,1.4,ぎんのパパ,https://itunes.apple.com/jp/reviews/id624965478
2020-02-09T20:47:12-07:00,5511079388,いい！,"楽しく使わせていただいてます。
当たりませんが、、、",0,0,5,1.4,つねっと,https://itunes.apple.com/jp/reviews/id311298471
2020-02-09T20:29:12-07:00,5511025966,位置情報,位置情報だけが余計です,0,0,3,1.4,ソロ(^_−)−☆,https://itunes.apple.com/jp/reviews/id114840638
2020-02-09T05:45:29-07:00,5508357156,ありがとう,毎日損してます^_^,0,0,5,1.4,いいちこ0807,https://itunes.apple.com/jp/reviews/id404121234
2020-02-09T03:44:31-07:00,5507900037,楽しんでます！,少しの金額から賭けられるので、他のアプリに課金するより楽しめます！当たればお小遣いになりますし…,0,1,5,1.4,ヒロ部屋,https://itunes.apple.com/jp/reviews/id1080168600
2020-02-09T01:19:00-07:00,5507424372,最高‼️,どこでも　レース見ながら　投票出来るから楽しい❗️,0,0,5,1.4,おさまめあみ,https://itunes.apple.com/jp/reviews/id932696576
2020-02-08T21:20:00-07:00,5506721076,便利,ちょっと反応が悪い時があるように思うけど、便利に使わせてもらっています。,0,0,4,1.4,Boomer0303,https://itunes.apple.com/jp/reviews/id100778265
2020-02-08T04:57:10-07:00,5503703927,急いで投票しているときには最悪,"レビューを書けとか通知をオンにしろとかのポップアップが投票で忙しい時に限って出てくる。
広告収入メインの無料アプリじゃないんだから少しは考えたらどうか？",0,0,1,1.4,やーまだたーろうー,https://itunes.apple.com/jp/reviews/id24383566
2020-02-07T21:29:30-07:00,5502189443,いい,よ,0,0,5,1.4,oto_ton,https://itunes.apple.com/jp/reviews/id129978684
2020-02-07T20:19:33-07:00,5501981074,良い,操作性がよく使いやすい。,0,0,4,1.4,テミストクレス,https://itunes.apple.com/jp/reviews/id261976499
2020-02-07T18:55:41-07:00,5501731588,素晴らしい,全国かけられるのとオッズ、説明など見やすいので初心者にも優しいですね,0,0,5,1.4,らライアー,https://itunes.apple.com/jp/reviews/id289956088
2020-02-06T13:28:32-07:00,5496682916,あ,よき,0,0,5,1.4,⁈。。あ,https://itunes.apple.com/jp/reviews/id456694167
2020-02-04T21:55:05-07:00,5489671340,いい,使いやすいです。,0,0,4,1.4,どん ぴえーる,https://itunes.apple.com/jp/reviews/id550597358
2020-02-03T02:20:21-07:00,5482340049,たのしいぞ！,"当たり前だけど
買えるだけしか買えないから安心",0,0,5,1.4,成田の暴れん坊,https://itunes.apple.com/jp/reviews/id508018074
2020-02-02T00:46:38-07:00,5477858797,😮,使いやすいです。,0,0,4,1.4,たー824,https://itunes.apple.com/jp/reviews/id1088910194
2020-02-01T03:22:19-07:00,5474016381,👍,良い,0,0,5,1.4,☆パンくん☆,https://itunes.apple.com/jp/reviews/id303346799
2020-02-01T00:53:49-07:00,5473552633,まあまあ,予想が充実しています。当たればもっといい。,0,0,4,1.4,サイレントジョーカー,https://itunes.apple.com/jp/reviews/id236333321
2020-01-27T19:53:28-07:00,5457085662,良い！,使いやすい！,0,0,5,1.4,crkcjci,https://itunes.apple.com/jp/reviews/id462578501
2020-01-26T20:42:18-07:00,5453525275,毎日オッズパーク,当たってくれ,0,0,5,1.4,＠notgood,https://itunes.apple.com/jp/reviews/id350152384
2020-01-26T18:54:15-07:00,5453228844,簡単に扱える,"休憩中に素早く投票が可能で大変便利。
使い方も簡単。ただ他のHPと行ったり来たりすると携帯だけでは、忙しいかな。",0,1,4,1.4,gamgam05,https://itunes.apple.com/jp/reviews/id260319536
2020-01-25T23:06:01-07:00,5449873684,楽しい,暇つぶしにいい,0,0,5,1.4,papaktb,https://itunes.apple.com/jp/reviews/id313761068
2020-01-21T22:46:04-07:00,5433713878,ギャンブルに100%はない,自分の置かれた立場を理解してやらないと、人生終わってしまう！,0,0,5,1.4,生卵(研ナオコバージョン),https://itunes.apple.com/jp/reviews/id1083380141
2020-01-21T04:46:55-07:00,5430819684,あ,あ,0,0,5,1.4,35866,https://itunes.apple.com/jp/reviews/id248244983
2020-01-21T02:32:59-07:00,5430463666,わかりやすい！,わかりやすくて使いやすい,0,0,5,1.4,おれおれじゅんき,https://itunes.apple.com/jp/reviews/id1010846318
2020-01-20T05:42:00-07:00,5427195905,サイコー,楽しい,0,0,5,1.4,はらはらするね,https://itunes.apple.com/jp/reviews/id918178816
2020-01-19T17:28:00-07:00,5425272076,アプリ使いやすい,"見やすいし
簡単に出来ました",0,0,5,1.4,さんぼたん,https://itunes.apple.com/jp/reviews/id430626080
2020-01-19T01:29:33-07:00,5422396197,使いやすい,満足,0,0,5,1.4,mon horu,https://itunes.apple.com/jp/reviews/id874853061
2020-01-18T05:32:42-07:00,5418967910,オッズもみたい,映像　投票　オッズ全て見たいです,0,0,3,1.4,カムサムニダ,https://itunes.apple.com/jp/reviews/id201503361
2020-01-17T23:53:56-07:00,5417929427,満足！,使い勝手は満足してます！これで南関まで買えればな。。。で☆４つです！,0,0,4,1.4,さとー、子育て中,https://itunes.apple.com/jp/reviews/id481731726
2020-01-15T21:42:12-07:00,5409354640,最高,楽ちんだが使いすぎにはご注意を♪,0,0,5,1.4,当直中ですがなにかw,https://itunes.apple.com/jp/reviews/id474288398
2020-01-13T22:51:59-07:00,5401282389,楽しい,楽しい,0,0,5,1.4,シゲもん,https://itunes.apple.com/jp/reviews/id200885962
2020-01-13T00:13:02-07:00,5397493943,満足,場毎の結果が一覧で見れたりすると嬉しいかな,0,0,4,1.4,まき→12,https://itunes.apple.com/jp/reviews/id353076818
2020-01-11T00:08:26-07:00,5388603318,いいね,いいね,0,0,5,1.4,のびーたのびた,https://itunes.apple.com/jp/reviews/id572468792
2020-01-10T22:55:42-07:00,5388361392,競輪も,アプリ内で動画が見られると良いのにな,0,0,5,1.4,ちょっととーるさん,https://itunes.apple.com/jp/reviews/id350103075
2020-01-10T11:47:31-07:00,5386509889,久しぶりに勝てた,大満足でした。ありがとう😊！,0,0,5,1.4,清正くん,https://itunes.apple.com/jp/reviews/id759588806
2020-01-09T20:58:18-07:00,5383531874,使いやすい,すぐに銀行と繋げて即金でできる,0,0,5,1.4,かんのすけたろう,https://itunes.apple.com/jp/reviews/id237448493
2020-01-09T01:13:34-07:00,5379903384,楽しい,○,0,0,5,1.4,さあ儲け,https://itunes.apple.com/jp/reviews/id489633628
2020-01-08T19:08:36-07:00,5378838287,オートレース,楽しい〜,0,0,4,1.4,まいぴよー,https://itunes.apple.com/jp/reviews/id317297729
2020-01-07T23:22:55-07:00,5375078306,操作性,やりやすい,0,0,5,1.4,是政夢劇場,https://itunes.apple.com/jp/reviews/id637142057
2020-01-07T05:27:25-07:00,5372158083,最高,あざす,0,0,5,1.4,420420831420831420,https://itunes.apple.com/jp/reviews/id939850024
2020-01-05T19:35:12-07:00,5366643189,オッズパークいいね,"面白いですね。
会社の休憩時間にみんなと遊んでます。
動画も無料で見れます。",0,0,5,1.4,仁王08,https://itunes.apple.com/jp/reviews/id349166964
2020-01-05T04:47:39-07:00,5364030193,オッズパーク,初めてやりますが  楽しく思います これからも宜しくお願いします,0,0,5,1.4,tetuso,https://itunes.apple.com/jp/reviews/id693908206
